Title, link_posizione,Luogo,Azienda,score_trasparenza,Regione,Featured Image
Credit Underwriter,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2780865,Milano,Banca AideXa,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/AideXa_AideXa.jpg
Data Scientist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795206,Milano,Banca AideXa,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/AideXa_AideXa.jpg
Head of Banking Operations,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2804517,Milano,Banca AideXa,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/AideXa_AideXa.jpg
Operations Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2774465,Milano,Banca AideXa,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/AideXa_AideXa.jpg
Organization Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2791520,Milano,Banca AideXa,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/AideXa_AideXa.jpg
Software Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2706702,Milano,Banca AideXa,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/AideXa_AideXa.jpg
Sales Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828371,Padova,AzzurroDigitale,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/AzzurroDigitale_azzurrodigitale.jpg
Sales Growth Analyst,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828369,Padova,AzzurroDigitale,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/AzzurroDigitale_azzurrodigitale.jpg
Team Leader Sales,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2784322,Bari,Aulab,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Aulab_Aulab.jpg
Sr. Cloud Security Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795196,Remoto,Arduino,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Arduinosrl_paint.png
Senior Software Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2474381,Pisa,Aptus.AI,Pending,Toscana,https://s3.amazonaws.com/media.ventureloop.com/images/Aptus.AI_logo.png
Addetta/o alla Contabilità,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823062,Milano,Unguess,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Unguess_logo.png
Senior Sales Account,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2804493,Milano,Unguess,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Unguess_logo.png
Junior .Net Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2011758,Bari,Agriverse,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Agriverse_logo.png
Technical HR Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798767,Remoto,3DNextech,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/3DNextech_logo.png
Process/Chemical Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798764,Remoto,3DNextech,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/3DNextech_logo.png
Market Analyst,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798766,Remoto,3DNextech,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/3DNextech_logo.png
Backend developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2666349,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
Car hacker,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2666343,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
CFO,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2666345,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
Digital Marketing Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2666346,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
Embedded Software Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2339763,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
Procurement Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2367132,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
Business Development & Sales,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2791843,Roma,Yocabe,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/Yocabe_1og0.png
iOS SDK Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2788153,Milano,XTN,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/XTN_1og0.png
Sales Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2777864,Roma,Wetacoo,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/Wetacoo_logo.png
Addetto ai traslochi (CAT. PROTETTA 68/69),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808185,Roma,Wetacoo,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/Wetacoo_logo.png
Sales Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811873,Milano,Vita,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Vita_logo.png
Psicologo/Psicoterapeuta,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2604596,Remoto,Unobravo,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Unobravo_unobravo.png
Psicologo/Psicoterapeuta,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2604599,Milano,Unobravo,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Unobravo_unobravo.png
Junior Business Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2826183,Milano,Treatwell,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Treatwell_logo.png
Sales Development Representative - stage,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2672420,Milano,Treatwell,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Treatwell_logo.png
Unity Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2271179,Remoto,The Portal,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/ThePortal_theportal.png
Addetto/a alla contabilità,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2761636,Firenze,The Data Appeal Company,Pending,Toscana,https://s3.amazonaws.com/media.ventureloop.com/images/TheDataAppealCompany_logo.png
Senior Production Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2672391,Milano,Tensive,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Tensive_1og0.png
Business & Sales Analyst - Business Development Team,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820826,Milano,Switcho,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Switcho_switcho.png
Staff Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2721003,Milano,Switcho,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Switcho_switcho.png
Mechatronic Technician,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2672358,Torino,Stratobotic,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/Stratobotic_paint.png
Business Development Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2720987,Remoto,Startup Geeks,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/StartupGeeks_logo.png
Senior Software Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2781046,Milano,Startup Bakery,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/StartupBakery_startupbakery.png
Magazzinier* Consegnatario/a,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2826082,Padova,Soplaya,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Field sales Representative Veneto,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2751552,Padova,Soplaya,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Junior Customer Care Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2788378,Milano,Soplaya,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Magazzinier* notturno - part time (25 ore),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2802247,Padova,Soplaya,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Magazzinier* p.time a giornata (24 ore),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820819,Udine,Soplaya,Pending,Friuli-Venezia Giulia,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Magazzinier* responsabile - Planner - supervisore notturno,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798484,Padova,Soplaya,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Warehouse inbound associate,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2751577,Milano,Soplaya,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Senior Back End Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825941,Milano,smartFAB,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/smartFAB_smartfab.png
Senior Data Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825940,Milano,smartFAB,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/smartFAB_smartfab.png
Tecnico di Cantiere HSE - Genova,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817555,Genova,Sikuro Group,Pending,Liguria,https://s3.amazonaws.com/media.ventureloop.com/images/Sikuro_sikuro.png
Propulsion System Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825896,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Electric Propulsion Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820602,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Embedded Software Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820604,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Fleet Engineering Internship,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808256,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Mission & Payload Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808257,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Product Assurance Coordinator,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808258,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Senior Embedded Software Test Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808255,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Software Product Assurance Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2717383,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Specialist Systems Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2687355,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
System Electrical and Electronics Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2801844,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Senior Software Engineer (Frontend),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2521003,Milano,Sibill,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Sibill_logo.png
Azure Solution Architect,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2441570,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Cloud Architect senior,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2610277,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Database Administrator,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2441573,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Developer Angular,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2672605,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Developer Dot.Net,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2672604,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Developer Java,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2672602,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
"Senior Business Developer Welfare, Corporate",https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825884,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Data Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825883,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Senior Product Designer - Musixmatch Pro,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811780,Remoto,Musixmatch,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Musixmatch_logo.png
Head of Accounting & Treasury,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2814773,Bologna,Musixmatch,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Musixmatch_logo.png
Designer CAD Junior (COD: DCJ202210site),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2381057,Faenza,Monitor the Planet,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/MonitorthePlanet_logo.png
"Software Engineer, Front End Developer",https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808650,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Senior Cloud Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2788555,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Satispay Street Promoter - Bologna (Collaborazione Autonoma Occasionale),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817546,Bologna,Satispay,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Satispay Street Promoter - Aosta (Collaborazione Autonoma Occasionale),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817547,Remoto,Satispay,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
"Product Marketing Manager, Investment",https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817548,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Junior Inside Sales Welfare,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2788523,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Client Services Representative,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2791541,Milano,Moneyfarm,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Moneyfarm_logo.png
Infermiere/a per attività domiciliare,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2748562,Milano,Medicilio,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Medicilio_logo.png
Sales Manager - divisione Telemonitoring,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2771408,Milano,Medicilio,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Medicilio_logo.png
Field Business Developer (Lecco),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2774487,Lecco,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Field Business Developer (Brescia),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2745016,Brescia,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Field Business Developer (Bergamo),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2780957,Bergamo,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Data Analyst,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808636,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Compensation & Benefits Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817550,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Cloud Security Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2731339,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
"Business Developer Representative Corporate, Welfare (L.68/99)",https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808633,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
"Business Developer Representative Corporate, Welfare",https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2792076,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Associate Data Protection Counsel,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817551,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Android Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2696849,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
AIT Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825869,Torino,Revolv Space,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/RevolvSpace_paint.png
Sales Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825868,Torino,Revolv Space,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/RevolvSpace_paint.png
Software Engineering Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825867,Torino,Revolv Space,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/RevolvSpace_paint.png
Sales Specialist - Genova,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798384,Remoto,React4life,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/React4life_logo.png
Quality Assurance Lead,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2787863,Remoto,Neurala,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Neurala_1og0.png
Recruiter,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=1895046,Catania,Mygrants,Pending,Sicilia,https://s3.amazonaws.com/media.ventureloop.com/images/Mygrants_1og0.png
CAD DEVELOPER,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=1692436,Bari,Mindesk,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Mindesk_1og0.png
Backend Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2615878,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
System and Network Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2691136,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
Data Analyst,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2761773,Torino,Makr Shakr,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/MakrShakr_1og0.png
Business Development Representative,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2761775,Torino,Makr Shakr,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/MakrShakr_1og0.png
Accounting Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2758355,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Frontend Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2657111,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Network Operations Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808132,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Senior Customer Success Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808133,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Senior Network Operations Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808134,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Senior Presales Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808137,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Senior Technical Support Engineer Lead,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808140,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Account Manager APAC regions (Chinese speaker),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2723914,Imola,MAF,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Myappfree_1og0.png
Automation Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2814878,Milano,Kineton,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Business Development Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820582,Torino,Kineton,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Cloud Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2755264,Napoli,Kineton,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Data Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2751740,Napoli,Kineton,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Data Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2791872,Milano,Kineton,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
DevOps Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2814879,Napoli,Kineton,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Neolaureati in ingegneria delle telecomunicazioni,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820583,Napoli,Kineton,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Front-end Developer | Back-end Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=1661970,Remoto,Inreception,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Inreception_1og0.png
Customer Success Internship - Milan,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825627,Milano,Indigo,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Indigo_1og0.png
Sales Account - Milan,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811766,Milano,Indigo,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Indigo_1og0.png
Sales Account Senior - Milan,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811767,Milano,Indigo,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Indigo_1og0.png
Business Analyst,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2777982,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Commercial Planning and Analysis Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2781246,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Customer Success Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2751775,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Enterprise Account Executive,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2788148,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Full stack Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808086,Remoto,iGenius,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
MLOps Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2801808,Remoto,iGenius,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Senior Back End Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820491,Remoto,iGenius,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Senior Partnerships Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2814894,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Data Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2791931,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Data scientist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2529119,Remoto,G-move,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/G-move_logo.png
B2B Sales Representative,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2748639,Milano,Everli,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Everli_1og0.png
Performance Marketing & SEO Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795277,Milano,Everli,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Everli_1og0.png
